feed intake," g/d""",bodyweightgain,akp,alt,gluclose,nefa,pip,tc,tg,trap,uric acid,mTOR,S6K1,4E-BP1,MURF1,MAFbx,AMPK,mTOR,S6K1,4E-BP1,MURF1,MAFbx,AMPK,PH,WHC,HARDNESS,SPRINGINESS,CHEWINESS,COHESIVENESS,GUMMINESS,RESILIENCE,PH,WHC,HARDNESS,SPRINGINESS,CHEWINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4-6 weeks,B,broiler DHA,G Control,164.913,4452.651,13469.26928,,,,,,,890.5302,48.979161,14.2484832,32.5043523,48.5338959,44.52651,16.9200738,28.9422315,32.9496174,8.0147718,36.5117382,0,0,0,0,0,0,0,0,0,0,238.20971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.52651,0,0,0,0,0,0,0,0,0,0,20036929.5,0.236716285,2003692.95,0,33397.37153,3339.48825,0,4676.659419,16698.20804,66799.21798,13361.71326,16699.67795,623.424928,1669.984435,26.715906,7013487.695,40.073859,29.45277692,15.5842785,0,8.905302,8.905302,13.357953,7.924872776,1039.226925,35621.208,1558.42785,356212.08,267159.06,667.89765,178106.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4-6 weeks,B,broiler DHA,G Control,145.8537,3938.0499,11912.60095,,,,,,,787.60998,43.3185489,12.60175968,28.74776427,42.92474391,39.380499,14.96458962,25.59732435,29.14156926,7.08848982,32.29200918,0,0,0,0,0,0,0,0,0,0,210.6793739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.380499,0,0,0,0,0,0,0,0,0,0,17721224.55,0.209358547,1772122.455,0,29537.57562,2953.537425,0,4136.169252,14768.3653,59079.10898,11817.47538,14769.66533,551.3745576,1476.981249,23.6282994,6202925.968,35.4424491,26.04886509,13.78317465,0,7.8760998,7.8760998,11.8141497,7.008980593,919.1215502,31504.3992,1378.317465,315043.992,236282.994,590.707485,157521.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4-6 weeks,B,broiler DHA,g 1%,177.575,4794.525,14503.43813,,,,,,,958.905,52.739775,15.34248,35.0000325,52.2603225,47.94525,18.219195,31.1644125,35.479485,8.630145,39.315105,0,0,0,0,0,0,0,0,0,0,223.7940386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.94525,0,0,0,0,0,0,0,0,0,0,22117143.83,541781.5892,2157536.25,0,35961.7118,3595.89375,0,5037.987623,18694.6842,75701.57413,14389.28844,17983.61664,814.1682149,1871.55971,33.39866115,7551981.925,43.150725,32.24525186,16.7808375,0,9.58905,9.58905,14.383575,8.567317544,1122.058371,38356.2,1678.08375,383562,287671.5,719.17875,191781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4-6 weeks,B,broiler DHA,g 1%,174.822,4720.194,14278.58685,,,,,,,944.0388,51.922134,15.1046208,34.4574162,51.4501146,47.20194,17.9367372,30.681261,34.9294356,8.4963492,38.7055908,0,0,0,0,0,0,0,0,0,0,220.3244906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.20194,0,0,0,0,0,0,0,0,0,0,21774254.92,533382.1821,2124087.3,0,35404.18629,3540.1455,0,4959.882147,18404.85475,74527.94928,14166.20687,17704.81108,801.5459139,1842.544343,32.8808714,7434901.22,42.481746,31.74534377,16.520679,0,9.440388,9.440388,14.160582,8.434495778,1104.662754,37761.552,1652.0679,377615.52,283211.64,708.0291,188807.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4-6 weeks,B,broiler DHA,g 1%,173.121,4674.267,14139.65768,,,,,,,934.8534,51.416937,14.9576544,34.1221491,50.9495103,46.74267,17.7622146,30.3827355,34.5895758,8.4136806,38.3289894,0,0,0,0,0,0,0,0,0,0,218.1807561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.74267,0,0,0,0,0,0,0,0,0,0,21562393.67,528192.4286,2103420.15,0,35059.70722,3505.70025,0,4911.623006,18225.77741,73802.80003,14028.37114,17532.5451,793.746955,1824.616577,32.56094392,7362560.399,42.068403,31.43646486,16.3599345,0,9.348534,9.348534,14.022801,8.352429005,1093.914499,37394.136,1635.99345,373941.36,280456.02,701.14005,186970.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4-6 weeks,B,broiler DHA,g 1%,154.1,4160.7,12586.1175,,,,,,,832.14,45.7677,13.31424,30.37311,45.35163,41.607,15.81066,27.04455,30.78918,7.48926,34.11774,0,0,0,0,0,0,0,0,0,0,194.2089897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.607,0,0,0,0,0,0,0,0,0,0,19193309.1,470159.3293,1872315,0,31207.65755,3120.525,0,4371.977434,16223.29064,65694.00295,12487.05814,15606.22455,706.5370796,1624.143891,28.9834362,6553627.564,37.4463,27.98250492,14.56245,0,8.3214,8.3214,12.4821,7.434738187,973.7248764,33285.6,1456.245,332856,249642,624.105,166428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4-6 weeks,B,broiler DHA,g 1%,191.105,5159.835,15608.50088,,,,,,,1031.967,56.758185,16.511472,37.6667955,56.2422015,51.59835,19.607373,33.5389275,38.182779,9.287703,42.310647,0,0,0,0,0,0,0,0,0,0,240.8456131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.59835,0,0,0,0,0,0,0,0,0,0,23802318.86,583061.6393,2321925.75,0,38701.74819,3869.87625,0,5421.847809,20119.09123,81469.51611,15485.65377,19353.84518,876.2022622,2014.159755,35.94341061,8127391.276,46.438515,34.70211942,18.0594225,0,10.31967,10.31967,15.479505,9.220088522,1207.551541,41278.68,1805.94225,412786.8,309590.1,773.97525,206393.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4-6 weeks,B,broiler DHA,g 1%,207.097,5591.619,16914.64748,,,,,,,1118.3238,61.507809,17.8931808,40.8188187,60.9486471,55.91619,21.2481522,36.3455235,41.3779806,10.0649142,45.8512758,0,0,0,0,0,0,0,0,0,0,260.9999945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.91619,0,0,0,0,0,0,0,0,0,0,25794138.45,631853.2551,2516228.55,0,41940.37803,4193.71425,0,5875.557499,21802.6919,88287.02744,16781.52031,20973.40873,949.524397,2182.708159,38.95121795,8807505.565,50.324571,37.60605335,19.5706665,0,11.183238,11.183238,16.774857,9.991641625,1308.601562,44732.952,1957.06665,447329.52,335497.14,838.74285,223664.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4-6 weeks,B,broiler DHA,g 2%,161.989,4373.703,13230.45158,,,,,,,874.7406,48.110733,13.9958496,31.9280319,47.6733627,43.73703,16.6200714,28.4290695,32.3654022,7.8726654,35.8643646,0,0,0,0,0,0,0,0,0,0,234.2348346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.73703,0,0,0,0,0,0,0,0,0,0,20670120.38,988456.878,1968166.35,0,32802.7725,3280.27725,0,4597.796671,17705.49327,72498.9383,13127.77102,16406.6828,829.3064858,1773.973937,34.6922122,6889130.25,39.363327,29.60996931,15.3079605,0,8.747406,8.747406,13.121109,7.754225523,10.14699096,34989.624,1530.79605,349896.24,262422.18,656.05545,174948.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4-6 weeks,B,broiler DHA,g 2%,166.951,4507.677,13635.72293,,,,,,,901.5354,49.584447,14.4245664,32.9060421,49.1336793,45.07677,17.1291726,29.2999005,33.3568098,8.1138186,36.9629514,0,0,0,0,0,0,0,0,0,0,241.409848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.07677,0,0,0,0,0,0,0,0,0,0,21303281.5,1018735.002,2028454.65,0,33807.5775,3380.75775,0,4738.635043,18247.8428,74719.70472,13529.89709,16909.24755,854.7095612,1828.313791,35.75489396,7100156.087,40.569093,30.51697329,15.7768695,0,9.015354,9.015354,13.523031,7.991750707,10.45781064,36061.416,1577.68695,360614.16,270460.62,676.15155,180307.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4-6 weeks,B,broiler DHA,g 2%,145.4388,3926.8476,11878.71399,,,,,,,785.36952,43.1953236,12.56591232,28.66598748,42.80263884,39.268476,14.92202088,25.5245094,29.05867224,7.06832568,32.20015032,0,0,0,0,0,0,0,0,0,0,210.303374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.268476,0,0,0,0,0,0,0,0,0,0,18558281.76,887467.5576,1767081.42,0,29451.357,2945.1357,0,4128.04592,15896.54665,65091.8185,11786.52417,14730.43391,744.5773486,1592.729387,31.14775516,6185277.004,35.3416284,26.58475825,13.7439666,0,7.8536952,7.8536952,11.7805428,6.961986647,9.110286432,31414.7808,1374.39666,314147.808,235610.856,589.02714,157073.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4-6 weeks,B,broiler DHA,g 2%,180.734,4879.818,14761.44945,,,,,,,975.9636,53.677998,15.6154176,35.6226714,53.1900162,48.79818,18.5433084,31.718817,36.1106532,8.7836724,40.0145076,0,0,0,0,0,0,0,0,0,0,261.3399588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.79818,0,0,0,0,0,0,0,0,0,0,23062019.87,1102838.868,2195918.1,0,36598.635,3659.8635,0,5129.843283,19754.33283,80888.35115,14646.88694,18305.22696,925.271953,1979.254181,38.70671638,7686324.791,43.918362,33.03636786,17.079363,0,9.759636,9.759636,14.639454,8.651526929,11.32117776,39038.544,1707.9363,390385.44,292789.08,731.9727,195192.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4-6 weeks,B,broiler DHA,g 2%,175.236,4731.372,14312.4003,,,,,,,946.2744,52.045092,15.1403904,34.5390156,51.5719548,47.31372,17.9792136,30.753918,35.0121528,8.5164696,38.7972504,0,0,0,0,0,0,0,0,0,0,253.3898936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.31372,0,0,0,0,0,0,0,0,0,0,22360464.07,1069290.072,2129117.4,0,35485.29,3548.529,0,4973.791415,19153.39819,78427.69541,14201.32283,17748.37469,897.124813,1919.044483,37.5292427,7452503.741,42.582348,32.03138844,16.559802,0,9.462744,9.462744,14.194116,8.388344046,10.97678304,37850.976,1655.9802,378509.76,283882.32,709.7058,189254.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4-6 weeks,B,broiler DHA,g 2%,167.343,4518.261,13667.73953,,,,,,,903.6522,49.700871,14.4584352,32.9833053,49.2490449,45.18261,17.1693918,29.3686965,33.4351314,8.1328698,37.0497402,0,0,0,0,0,0,0,0,0,0,241.9766769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.18261,0,0,0,0,0,0,0,0,0,0,21353301.49,1021126.986,2033217.45,0,33886.9575,3388.69575,0,4749.761332,18290.68863,74895.14616,13561.66522,16948.95036,856.7164144,1832.606662,35.83884625,7116827.213,40.664349,30.58862697,15.8139135,0,9.036522,9.036522,13.554783,8.010515292,10.48236552,36146.088,1581.39135,361460.88,271095.66,677.73915,180730.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4-6 weeks,B,broiler DHA,g4% ,157.287,4246.749,12846.41573,,,,,,,849.3498,46.714239,13.5895968,31.0012677,46.2895641,42.46749,16.1376462,27.6038685,31.4259426,7.6441482,34.8233418,0,0,0,0,0,0,0,0,0,0,285.8560645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.46749,0,0,0,0,0,0,0,0,0,0,21029901.05,1919530.548,1911037.05,0,31852.898,3185.06175,0,4468.222197,18456.37115,77078.49435,12749.53039,15933.37757,973.4049824,1852.644251,41.91541263,6689153.724,38.220741,29.13906826,14.8636215,0,8.493498,8.493498,12.740247,7.6441482,9.7675227,33973.992,1486.36215,339739.92,254804.94,637.01235,169869.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4-6 weeks,B,broiler DHA,g4% ,168.0197,4536.5319,13723.009,,,,,,,907.30638,49.9018509,14.51690208,33.11668287,49.44819771,45.365319,17.23882122,29.48745735,33.57033606,8.16575742,37.19956158,0,0,0,0,0,0,0,0,0,0,305.3618558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.365319,0,0,0,0,0,0,0,0,0,0,22464905.97,2050512.419,2041439.355,0,34026.42537,3402.398925,0,4773.117632,19715.76764,82338.05399,13619.51256,17020.61404,1039.826643,1979.062041,44.77556985,7145597.551,40.8287871,31.12741363,15.87786165,0,9.0730638,9.0730638,13.6095957,8.16575742,10.43402337,36292.2552,1587.786165,362922.552,272191.914,680.479785,181461.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4-6 weeks,B,broiler DHA,g4% ,144.088,3890.376,11768.3874,,,,,,,778.0752,42.794136,12.4492032,28.3997448,42.4050984,38.90376,14.7834288,25.287444,28.7887824,7.0026768,31.9010832,0,0,0,0,0,0,0,0,0,0,261.8679778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.90376,0,0,0,0,0,0,0,0,0,0,19265141.95,1758449.952,1750669.2,0,29179.90913,2917.782,0,4093.263905,16907.5741,70610.3244,11679.63236,14596.30171,891.7200856,1697.17653,38.39801112,6127822.272,35.013384,26.69381492,13.616316,0,7.780752,7.780752,11.671128,7.0026768,8.9478648,31123.008,1361.6316,311230.08,233422.56,583.5564,155615.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4-6 weeks,B,broiler DHA,g4% ,167.73,4528.71,13699.34775,,,,,,,905.742,49.81581,14.491872,33.059583,49.362939,45.2871,17.209098,29.436615,33.512454,8.151678,37.135422,0,0,0,0,0,0,0,0,0,0,304.8353501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2871,0,0,0,0,0,0,0,0,0,0,22426171.92,2046976.92,2037919.5,0,33967.75692,3396.5325,0,4764.88781,19681.77366,82196.0865,13596.02976,16991.26705,1038.033771,1975.649738,44.6983677,7133277.093,40.75839,31.07374367,15.850485,0,9.05742,9.05742,13.58613,8.151678,10.416033,36229.68,1585.0485,362296.8,271722.6,679.3065,181148.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4-6 weeks,B,broiler DHA,g4% ,172.9738,4670.2926,14127.63512,,,,,,,934.05852,51.3732186,14.94493632,34.09313598,50.90618934,46.702926,17.74711188,30.3569019,34.56016524,8.40652668,38.29639932,0,0,0,0,0,0,0,0,0,0,314.3655212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.702926,0,0,0,0,0,0,0,0,0,0,23127288.96,2110972.255,2101631.67,0,35029.70245,3502.71945,0,4913.854118,20297.09164,84765.81069,14021.08706,17522.47081,1070.486173,2037.415147,46.09578796,7356287.159,42.0326334,32.04521267,16.3460241,0,9.3405852,9.3405852,14.0108778,8.40652668,10.74167298,37362.3408,1634.60241,373623.408,280217.556,700.54389,186811.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4-6 weeks,B,broiler DHA,g4% ,178.6597,4823.8119,14592.031,,,,,,,964.76238,53.0619309,15.43619808,35.21382687,52.57954971,48.238119,18.33048522,31.35477735,35.69620806,8.68286142,39.55525758,0,0,0,0,0,0,0,0,0,0,324.6991724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.238119,0,0,0,0,0,0,0,0,0,0,23887516.53,2180362.979,2170715.355,0,36181.17964,3617.858925,0,5075.379638,20964.28652,87552.18599,14481.98055,18098.45987,1105.674608,2104.387941,47.61102345,7598099.001,43.4143071,33.09858535,16.88334165,0,9.6476238,9.6476238,14.4714357,8.68286142,11.09476737,38590.4952,1688.334165,385904.952,289428.714,723.571785,192952.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-6 weeks,B,broiler DHA,G Control,114.9984,3104.9568,18656.7921,,,,,,,1284.4278,70.431066,20.2958892,46.3221288,69.2435304,63.51318,25.2964728,41.354388,46.8014544,11.4607008,52.0524792,0,0,0,0,0,0,0,0,0,0,329.802089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.09676,0,0,0,0,0,0,0,0,0,0,27943542,0.323082565,2794354.2,0,46575.97053,4657.257,0,6522.073089,23287.37366,93158.28277,18634.36323,23289.41521,883.5959336,2328.976524,37.258056,9781045.951,57.303504,43.190084,23.150286,0,12.419352,12.419352,18.629028,9.380936961,1122.39949,55343.088,1752.00165,479103.616,330093.6257,846.4662,266096.5393,114.9984,39.45,250.6082473,1.666929755,3.10989183,552.6516309,74.64348262,63.1928322,24.59028815,,0.159484877,0.3864,0.65263,1.45255,1.97747,0.4587,2.628,0.63624339,1.923046767,2.719803771,0.436488136,0.280054848,0.811179221,5.865,0.373408449,4161.177,,,,2691.863,,6.597675,0.403831743,3909.342885,0.890243902,2384.006234
2,1-6 weeks,B,broiler DHA,G Control,108.924,2940.948,17664.38037,,,,,,,1219.16421,66.8401065,19.2499173,43.9361577,65.6814501,60.245127,24.0626052,39.2306409,44.3817306,10.8726462,49.3724808,0,0,0,0,0,0,0,0,0,0,312.2498287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.81896,0,0,0,0,0,0,0,0,0,0,26468532,0.305608335,2646853.2,0,44117.43682,4411.422,0,6177.802767,22058.14234,88240.88662,17650.74705,22060.07563,837.8002583,2206.041423,35.291376,9264751.203,54.363231,41.0364859,22.012803,0,11.763792,11.763792,17.645688,8.786051231,1043.647645,52759.836,1634.378918,452759.6179,310134.4547,796.71438,253107.206,108.924,41.95,175.9143579,2.416055925,2.858007892,893.8748029,54.92878318,70.78177196,23.06518528,,0.148822085,1.10648,1.70729,5.93895,6.71992,1.21699,6.65521,0.44838645,2.447180762,3.024800611,0.610644488,0.097034129,0.912966839,6.1103,0.435325053,3669.466,0.764,1425.467,0.516,1864.775,0.217,6.7716,0.397308858,3205.350629,0.879573171,1861.827031
3,1-6 weeks,B,broiler DHA,G Control,103.4575,2793.3525,16777.66298,,,,,,,1158.04755,63.4890825,18.2845215,41.732766,62.387658,57.223935,22.857741,37.263402,42.155748,10.327446,46.896489,0,0,0,0,0,0,0,0,0,0,296.5752508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.86705,0,0,0,0,0,0,0,0,0,0,25140172.5,0.290259566,2514017.25,0,41903.34276,4190.02875,0,5867.761272,20951.12431,83812.3969,16764.9203,20952.96057,795.7770307,2095.328236,33.52023,8799787.021,51.63723,38.98043662,20.9103525,0,11.17341,11.17341,16.760115,8.342406934,990.7417353,50121.18,1551.673463,430008.6614,294501.1775,756.59265,240433.3332,103.4575,40.78,65.03565281,,2.830513519,689.961603,75.42858127,76.0258146,18.64238695,,0.180810463,0.514,0.70199,2.17287,3.42679,0.59123,2.85943,0.614467344,2.550978108,2.733621377,0.403441327,0.123864008,0.968338834,6.638635,0.400217582,3182.616856,0.762910798,1081.978912,0.435629,1404.308491,0.181822624,6.235515,0.395961307,3277.671524,0.87347561,1697.09339
4,1-6 weeks,B,broiler DHA,G Control,113.1755,3055.7385,18358.86533,,,,,,,1265.0796,69.365457,19.9845684,45.6120801,68.1838533,62.54091,24.9349806,40.7228985,46.0806138,11.2858866,51.2550234,0,0,0,0,0,0,0,0,0,0,324.5320911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.11477,0,0,0,0,0,0,0,0,0,0,27501646.5,0.317813684,2750164.65,0,45839.42265,4583.60775,0,6418.933757,22919.11063,91685.08902,18339.68393,22921.11971,869.9441016,2292.146688,36.668862,9626370.274,56.429433,42.55504607,22.8163095,0,12.222954,12.222954,18.334431,9.194693646,1097.236957,54596.376,1714.7403,471126.4347,323910.1246,831.15315,262290.1084,113.1755,40.58,84.53053569,,2.808340637,393.2458013,56.73160231,76.0258146,30.53818935,,0.323691886,0.28991,0.69164,1.95036,2.61276,0.82051,4.66448,0.798758861,3.844779334,4.005774083,0.388636382,0.114800683,1.066861901,6.062535,0.373091993,3637.523826,0.75528169,1523.288666,0.557125077,2042.344698,0.237205942,6.039,0.397138466,,0.853658537,
5,1-6 weeks,B,broiler DHA,G Control,112.0793,3026.1411,18164.18843,,,,,,,1258.4455,68.97455775,19.84719429,45.30140622,67.72947678,62.12245914,24.9182325,40.45958003,45.74667132,11.21403528,50.90842386,0,0,0,0,0,0,0,0,0,0,321.0706342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5228274,0,0,0,0,0,0,0,0,0,0,27235272.33,0.313804138,2723527.233,0,45395.42396,4539.212055,0,6356.760819,22697.12432,90797.04451,18162.06233,22699.11283,863.3913624,2269.947224,36.31369644,9533134.529,56.0701764,42.42257651,22.78262133,0,12.10456548,12.10456548,18.15684822,8.88465182,1043.379569,54816.78888,1642.408516,464226.508,315154.4107,811.8645066,262091.5052,112.0793,44.14,419.4226695,3.423159319,3.336942141,367.3620824,70.0201239,,24.43777786,,0.106170913,0.66834,1.11429,5.02433,8.27137,2.5194,0.59558,0.819025889,3.882627492,3.086124917,0.576011077,0.107564494,0.798988578,6.734445,0.405170222,3919.041057,0.769953052,1422.284708,0.477746043,1847.81326,0.190301232,6.0288,0.346574961,3224.832992,0.903963415,1686.901128
6,1-6 weeks,B,broiler DHA,G Control,99.57538,2688.53526,16136.12171,,,,,,,1118.58435,61.3062864,17.63832618,40.25991627,60.19297191,55.209708,22.15968462,35.95826115,40.65372126,9.96652782,45.24318018,0,0,0,0,0,0,0,0,0,0,285.2205581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.770689,0,0,0,0,0,0,0,0,0,0,24196810.05,0.278706311,2419681.005,0,40330.95073,4032.801675,0,5647.57827,20164.95396,80667.40801,16135.84025,20166.72052,767.2469049,2016.704132,32.2624134,8469584.96,49.8326391,37.71641805,20.25876015,0,10.7541378,10.7541378,16.1312067,7.872391993,922.8572435,48772.6272,1453.865963,412213.1155,279459.3201,720.219195,233074.8106,99.57538,40.81,120.3300304,2.083662194,3.185279629,725.3149751,65.48399837,77.39011837,25.04781901,,0.251184895,0.54241,0.854,2.28457,2.19302,0.49772,2.62031,0.737309847,2.92347033,2.574386008,0.656389923,0.173313358,1.714362212,6.42128,0.428154075,3364.154534,0.774647887,1409.510523,0.530207046,1812.827577,0.22951116,6.1491,0.407846328,4418.570543,0.879573171,2191.855046
1,1-6 weeks,B,broiler DHA,g 1%,115.1853,3110.0031,18687.22703,,,,,,,1286.7658,70.55829675,20.33166609,46.40388642,69.36610338,63.62554914,25.3466037,41.42788103,46.88333892,11.48110848,52.14444066,0,0,0,0,0,0,0,0,0,0,287.7981688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.2000674,0,0,0,0,0,0,0,0,0,0,28692891.09,702861.0258,2799003.033,0,46653.57751,4665.005055,0,6535.84827,24252.90406,98195.67599,19947.50831,23330.41736,1056.234315,2428.014497,43.32856695,9797317.699,57.4055424,43.80304484,23.19550533,0,12.44001348,12.44001348,18.66002022,9.422606588,1125.767872,55462.87124,1752.921541,479817.0909,330442.1788,847.4788919,266623.2738,115.1853,40.56,52.06382049,2.530161236,2.952907827,555.4925269,66.50171884,61.27428002,21.99761327,,0.204268607,0.56895,0.94015,2.87977,3.1927,0.53734,4.7303,0.671810673,2.728925346,4.411466658,0.637959987,0.127919421,1.353289195,6.01699,0.346349068,5838.09742,0.785211268,2121.850147,0.472730802,2696.857751,0.180744684,6.59808,0.403333839,3152.758087,0.888211382,1851.977265
2,1-6 weeks,B,broiler DHA,g 1%,111.7244,3016.5588,18132.02396,,,,,,,1246.011725,68.333706,19.69986096,44.96082228,67.20522372,61.64412336,24.501366,40.13432647,45.43284168,11.12220072,50.52192264,0,0,0,0,0,0,0,0,0,0,279.2748572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3311976,0,0,0,0,0,0,0,0,0,0,27830781.45,681742.793,2714903.892,0,45251.82272,4524.83982,0,6339.471778,23524.19779,95245.91777,19285.54992,22629.42864,1024.498485,2355.061483,42.02671225,9502945.373,55.6110036,42.39053389,22.42884492,0,12.06623952,12.06623952,18.09935928,9.222251234,1108.079353,53517.48117,1720.996502,466270.3128,322605.1478,826.1986679,257740.4909,111.7244,36.86,80.50275339,2.614499944,2.876633113,615.1513423,65.62938701,57.52244463,,,0.246919778,0.52128,0.78922,2.00217,1.93354,0.42801,2.40257,0.761701206,2.938427525,3.355162994,0.586078643,0.133664956,1.402530828,6.02396,0.380709479,6928.661796,0.757042254,2434.396258,0.463256268,3226.026946,0.162652529,6.912675,0.372049485,6092.194132,0.900406504,3797.262325
3,1-6 weeks,B,broiler DHA,g 1%,111.3455,3006.3285,18067.83233,,,,,,,1242.6831,68.146812,19.6420194,44.8292691,67.0101903,61.46496,24.4541646,40.0191435,45.2966958,11.0904606,50.3744994,0,0,0,0,0,0,0,0,0,0,278.2744671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.12657,0,0,0,0,0,0,0,0,0,0,27736386.74,679430.4986,2705695.65,0,45098.33889,4509.49275,0,6317.969825,23444.41029,94922.59423,19247.00402,22552.67578,1021.023699,2347.074004,41.88416866,9470714.339,55.452303,42.2881188,22.3826895,0,12.025314,12.025314,18.037971,9.155463005,1097.397364,53455.65196,1706.258925,464315.6156,320613.5662,821.6015207,257240.3636,111.3455,38.4,143.168929,2.822866163,2.820757451,401.137179,62.22729286,59.95261073,27.18296303,,,0.52921,0.87586,3.47134,6.10983,1.38576,1.96351,0.620267663,2.392204917,3.359450687,0.54011366,0.116945241,1.393962665,5.9836,0.353975689,4814.684666,,1601.15522,0.553801296,2456.6306,,5.90278,0.355969835,4825.879857,0.880081301,2596.409926
4,1-6 weeks,B,broiler DHA,g 1%,104.2897,2815.8219,16903.33518,,,,,,,1170.456888,64.15448738,18.46254047,42.14065392,63.00294588,57.78737289,23.16537495,37.63533953,42.55672392,10.43114598,47.35622691,0,0,0,0,0,0,0,0,0,0,260.25433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3164299,0,0,0,0,0,0,0,0,0,0,25978769.11,636375.8871,2534239.346,0,42240.50663,4223.732243,0,5917.607627,21958.77242,88905.48333,18222.53992,21123.54464,956.3231159,2198.34505,39.23002507,8870571.25,52.1557299,39.9088973,21.18169346,0,11.26328598,11.26328598,16.89492897,8.317303981,977.5526807,50937.83463,1533.469507,432180.8438,293776.7149,756.4968708,243657.1324,104.2897,41.66,255.3285659,,3.334281395,297.2866484,62.92515832,57.52244463,22.30263384,,0.210666283,1.36253,1.62133,3.86688,4.31248,0.90674,6.03628,0.683501123,2.526660414,2.234187282,0.474012699,0.097556629,1.002886375,6.78019,0.493173048,3891.408913,0.751760563,1050.733584,0.353937893,1396.92736,0.146176327,6.651705,0.362788386,7312.616617,0.87804878,3608.550076
